Property type,Subtype,Price,Age,Living area,Bedrooms,Bathrooms,Terrace Area,EPC score,Land surface,Taxes,Population Density,Facades,Building state,Region,Latitude,Longitude,Income
0,1,249900.0,47.0,99.0,1,1.0,0.0,2.0,0,191782071.2,528,2.0,0.75,2,51.3126954,3.2505004,806121702.9
0,1,785000.0,2.0,164.0,3,2.0,15.0,1.0,0,375498087.8,1358,2.0,1.0,2,51.02803335,4.471321199996,1536825130.0
1,2,248000.0,65.0,160.0,3,1.0,0.0,5.0,402,41188983.33,129,3.0,0.75,2,51.0631103,2.7457710712354,200446500.2
1,2,475000.0,63.0,161.0,4,1.0,0.0,5.0,8222,67030921.84,312,4.0,0.0,2,51.3001124,4.7149828,283196025.8
1,4,620000.0,5.0,120.0,3,1.0,60.0,2.0,535,207802616.6,773,4.0,2.0,3,50.6940942,4.3548145440335,801062726.9
1,2,347551.0,0.0,169.0,3,1.0,0.0,2.5,138,59399815.95,347,2.0,2.0,2,50.9569377,3.6418029,234616538.2
1,2,351000.0,1.0,138.0,3,1.0,0.0,2.5,287,201482761.9,355,3.0,2.0,2,50.9845547,3.5628186,818604377.2
1,2,379551.0,0.0,173.0,3,1.0,0.0,2.5,240,59399815.95,347,2.0,2.0,2,50.9569377,3.6418029,234616538.2
1,2,337000.0,1.0,138.0,3,1.0,0.0,2.5,238,201482761.9,355,3.0,2.0,2,50.9845547,3.5628186,818604377.2
1,2,379551.0,0.0,173.0,3,1.0,0.0,2.5,216,59399815.95,347,2.0,2.0,2,50.9569377,3.6418029,234616538.2
1,2,383011.0,1.0,148.0,3,1.0,0.0,2.5,313,201482761.9,355,3.0,2.0,2,50.9845547,3.5628186,818604377.2
1,4,700000.0,64.0,310.0,4,2.0,40.0,2.0,541,229345422.6,1082,4.0,2.0,2,50.84408625,4.2657299667643,868256340.0
1,4,715000.0,47.0,210.0,4,1.0,15.0,3.0,5302,127537401.5,549,4.0,1.0,2,51.0451478,4.2519213925908,507925594.2
1,2,745000.0,100.0,130.0,3,1.0,15.0,5.0,300,221943581.2,4760,3.0,1.0,1,50.8292429,4.4432967,789281846.9
1,2,720000.0,45.0,360.0,5,1.0,15.0,2.0,1710,159736638.6,489,3.0,0.0,2,51.1793505,3.7471789,664169354.5
1,2,745000.0,66.0,195.0,4,2.0,15.0,2.0,314,80994702.64,2392,2.0,2.0,2,50.8606105,4.4691371,278278022.4
1,4,750000.0,224.0,433.0,8,3.0,15.0,5.0,4978,61693323.58,655,4.0,1.0,3,50.6957645,5.686015,284888093.1
1,4,790000.0,60.0,337.0,6,2.0,80.0,2.0,594,121253408.6,579,4.0,2.0,2,50.9341625,4.3287322,429331725.8
1,4,790000.0,55.0,350.0,4,1.0,15.0,3.0,2396,158255371.7,899,4.0,0.0,2,50.87620025,3.4257380400092,688604539.6
1,4,795000.0,95.0,156.0,3,1.0,42.0,5.0,650,130771138.0,1951,4.0,1.0,1,50.799394,4.4158177,476837286.9
1,2,825000.0,74.0,220.0,5,2.0,18.0,5.0,200,306854640.2,16504,2.0,1.0,1,50.8676041,4.3737121,1500117874.0
1,2,795000.0,61.0,166.0,3,2.0,15.0,2.0,134,191782071.2,528,2.0,2.0,2,51.34942965,3.3233738606453,806121702.9
1,4,845000.0,35.0,330.0,3,1.0,0.0,3.0,3807,202839061.1,1031,4.0,1.0,2,50.9728229,4.3777599282045,766960083.3
1,4,850000.0,24.0,435.0,4,2.0,15.0,2.0,1708,35190787.92,332,4.0,2.0,2,51.2684314,5.4792895720018,227240411.9
1,4,869000.0,16.0,494.0,5,2.0,15.0,2.0,5405,104926071.1,411,4.0,1.0,2,51.2113458,5.422976,546409083.3
1,4,875000.0,84.0,270.0,4,3.0,15.0,3.0,200,412216167.7,3795,3.0,2.0,1,50.8018201,4.3372348,1561760306.0
1,2,880000.0,32.0,273.0,5,3.0,25.0,2.0,353,86288567.89,2148,3.0,1.0,2,50.8440554,4.4871796,299116555.7
1,2,895000.0,97.0,200.0,4,2.0,20.0,3.0,305,221943581.2,4760,3.0,2.0,1,50.8292429,4.4432967,789281846.9
1,2,895000.0,5.0,636.0,3,1.0,100.0,1.0,650,197820175.2,835,3.0,1.0,2,51.02983825,4.0562275450955,844362754.4
1,2,900000.0,74.0,270.0,8,3.0,30.0,5.0,150,234165333.2,7066,2.0,2.0,1,50.8381411,4.3123401,1320651547.0
1,2,1050000.0,106.0,327.0,6,3.0,0.0,5.0,125,339227504.3,13925,2.0,0.0,1,50.8222854,4.3815707,1302755059.0
1,2,1070000.0,14.0,280.0,5,3.0,18.0,2.0,289,80994702.64,2392,2.0,2.0,2,50.8606105,4.4691371,278278022.4
1,4,1170000.0,17.0,400.0,5,2.0,0.0,2.0,1130,52121352.59,1442,4.0,1.0,2,50.9124219,4.4353614,236703923.5
1,2,1200000.0,84.0,350.0,8,5.0,100.0,3.0,1000,139253384.2,898,3.0,2.0,2,50.805593,4.2360410720845,591483761.0
1,2,1195000.0,14.0,256.0,5,3.0,36.0,2.0,335,80994702.64,2392,3.0,2.0,2,50.8606105,4.4691371,278278022.4
1,4,1275000.0,17.0,636.0,0,0.0,0.0,2.0,1147,86554259.46,363,4.0,1.0,2,51.2564526,4.0898144,360848723.6
1,4,1295000.0,50.0,349.0,4,2.0,100.0,1.0,4830,10445795.75,118,4.0,2.0,2,50.7164481,3.943147,41673900.06
1,2,1375000.0,106.0,340.0,5,3.0,15.0,5.0,550,221943581.2,4760,4.0,1.0,1,50.8292429,4.4432967,789281846.9
0,1,199000.0,34.0,103.0,2,1.0,0.0,2.0,0,197820175.2,835,2.0,1.0,2,51.02983825,4.0562275450955,844362754.4
1,2,316000.0,59.0,212.0,3,1.0,0.0,2.0,319,72176740.34,668,3.0,0.0,2,51.1596941,4.510406865149,272832077.0
1,2,265000.0,125.0,132.0,3,1.0,0.0,2.5,80,295066500.3,972,2.0,0.75,2,51.1933908,4.1780279,1300778697.0
1,4,399000.0,39.0,350.0,8,5.0,15.0,2.0,5000,14550583.19,62,3.0,0.75,2,50.9761749,2.6727552,75834361.8
1,2,459999.0,70.0,277.0,5,1.0,70.0,2.0,533,42843664.19,190,4.0,0.75,3,50.6564717,4.7801225,168666097.8
0,1,371000.0,0.0,146.0,3,2.0,11.0,2.5,0,170524391.0,2199,3.0,0.75,2,50.9271744,4.4551981,720908932.4
0,1,255400.0,0.0,89.0,2,1.0,8.0,1.0,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,185600.0,0.0,62.0,1,1.0,6.0,1.0,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,237800.0,0.0,82.0,2,1.0,8.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,336000.0,0.0,110.0,3,2.0,43.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,248300.0,0.0,86.0,2,1.0,8.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,243800.0,0.0,83.0,2,1.0,5.0,2.5,0,73531592.33,315,4.0,0.75,3,50.53893345,4.3713097181263,308664786.5
0,1,261300.0,0.0,89.0,2,1.0,18.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,195000.0,49.0,70.0,1,1.0,15.0,2.0,0,72018918.23,307,2.0,2.0,2,50.78710135,5.0074922319452,301862196.5
1,2,159000.0,84.0,212.0,3,1.0,0.0,5.0,0,159315989.0,387,2.0,0.0,2,50.7813901,5.2127604,718134588.6
0,1,246500.0,0.0,86.0,2,1.0,8.0,1.0,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,256700.0,0.0,85.0,2,1.0,27.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,214900.0,0.0,66.0,1,1.0,31.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,268500.0,0.0,93.0,2,1.0,8.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,269500.0,0.0,85.0,2,1.0,45.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,259600.0,0.0,86.0,2,1.0,28.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
1,4,1550000.0,46.0,362.0,5,3.0,40.0,2.0,1225,202839061.1,1031,4.0,2.0,2,50.95030565,4.4013732626459,766960083.3
0,1,196500.0,0.0,64.0,1,1.0,14.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
1,2,395000.0,39.0,149.0,3,1.0,0.0,2.0,119,162169925.4,766,2.0,1.0,2,51.0929433,4.6033828110877,668984722.5
1,2,440000.0,5.0,222.0,3,1.0,42.0,1.0,462,24368264.07,200,3.0,2.0,2,51.0209559,3.2540634837689,113445210.2
1,2,595000.0,50.0,260.0,4,1.0,15.0,3.0,859,138454731.1,703,4.0,1.0,2,50.9079329,4.672714,487922441.0
1,2,199000.0,106.0,144.0,3,1.0,15.0,2.5,60,63259591.72,681,2.0,0.75,3,50.6547149,5.4512607,329211604.4
1,2,255000.0,52.0,110.0,3,1.0,15.0,3.0,853,129237946.7,489,3.0,1.0,2,50.8907864,3.8078492,525281397.8
1,2,319000.0,78.0,130.0,3,1.0,0.0,3.0,0,52121352.59,1442,3.0,0.0,2,50.8945555,4.4365042,236703923.5
1,2,269000.0,84.0,165.0,3,1.0,0.0,5.0,222,79581423.28,538,3.0,0.75,2,51.06299735,4.6630807412987,331209131.7
1,2,375000.0,97.0,191.0,5,1.0,60.0,3.0,765,18635618.79,387,3.0,1.0,3,49.5642065,5.8317661,263513777.4
1,2,525000.0,174.0,200.0,4,3.0,30.0,2.0,187,18635618.79,387,4.0,0.75,3,49.5675296,5.804352,263513777.4
1,2,548000.0,11.0,272.0,5,3.0,15.0,2.0,998,179914708.7,513,3.0,0.75,2,51.08755725,4.7191120718788,776529853.5
1,2,395000.0,55.0,160.0,3,1.0,0.0,5.0,0,33370739.72,161,4.0,0.0,2,50.8930932577,5.0065116045983,145944799.8
0,1,199600.0,0.0,66.0,1,1.0,9.0,1.0,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
1,2,325000.0,106.0,200.0,3,1.0,0.0,2.0,265,107670821.4,425,2.0,1.0,2,51.0392379,5.0964572,453569281.2
1,2,269000.0,63.0,250.0,3,1.0,0.0,5.0,4191,23628296.4,176,3.0,1.0,2,50.89519195,5.1015810029407,107193874.8
1,2,390000.0,36.0,160.0,5,1.0,0.0,2.0,1581,23628296.4,176,4.0,2.0,2,50.89519195,5.1015810029407,107193874.8
1,2,235000.0,1.0,130.0,2,1.0,0.0,1.0,544,97450027.68,469,2.0,0.75,2,50.9725745,4.9547327768843,431798821.2
0,1,253500.0,0.0,85.0,2,1.0,28.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,332000.0,0.0,111.0,3,1.0,34.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,324000.0,0.0,112.0,3,1.0,32.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,263800.0,0.0,86.0,2,1.0,38.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,235600.0,0.0,85.0,2,1.0,6.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,191000.0,0.0,64.0,1,1.0,6.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,235200.0,0.0,85.0,2,1.0,5.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,232400.0,0.0,85.0,2,1.0,5.0,2.5,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,235900.0,0.0,82.0,2,1.0,9.0,1.0,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,203500.0,0.0,71.0,1,1.0,4.0,1.0,0,73531592.33,315,2.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,159000.0,49.0,70.0,2,1.0,0.0,2.5,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
1,2,315000.0,39.0,212.0,0,0.0,0.0,2.5,2615,30586417.72,187,4.0,0.75,2,50.97407785,2.9438110508216,156039808.1
1,4,759000.0,16.0,469.0,5,4.0,15.0,1.0,907,65033202.76,251,3.0,1.0,2,51.15402425,2.7549864166944,336647537.3
0,1,669000.0,29.0,157.0,3,1.0,15.0,1.0,0,1732023153.0,2666,2.0,2.0,2,51.2211097,4.3997081,7913652026.0
0,1,525000.0,29.0,93.0,2,1.0,8.0,2.0,0,1732023153.0,2666,2.0,2.0,2,51.2211097,4.3997081,7913652026.0
1,2,209000.0,49.0,90.0,3,1.0,60.0,3.0,285,160155011.6,1823,3.0,0.75,3,50.5742979,5.5355698,869075770.5
0,1,1299000.0,26.0,227.0,4,2.0,0.0,2.0,0,191782071.2,528,2.0,1.0,2,51.34942965,3.3233738606453,806121702.9
0,1,120000.0,56.0,54.0,1,1.0,0.0,3.0,0,253815090.5,1772,2.0,1.0,2,51.2303177,2.9203275,1224815290.0
0,1,795000.0,45.0,69.0,2,1.0,0.0,5.0,0,191782071.2,528,2.0,2.0,2,51.34942965,3.3233738606453,806121702.9
1,2,700000.0,29.0,411.0,0,1.0,0.0,2.0,107,534224868.1,850,3.0,1.0,2,51.2147083,3.2073611,2260481804.0
0,1,185000.0,51.0,58.0,1,0.0,0.0,2.0,0,117950738.6,428,2.0,1.0,2,51.1091101,2.6353426015022,514998306.0
0,1,210000.0,84.0,99.0,1,1.0,6.0,3.0,0,306854640.2,16504,2.0,1.0,1,50.8676041,4.3737121,1500117874.0
0,1,265000.0,20.0,100.0,2,1.0,0.0,2.0,0,86745900.95,636,2.0,1.0,2,50.878059,4.0059338596505,361899957.3
0,1,475000.0,0.0,98.0,3,1.0,10.0,2.5,0,1732023153.0,2666,3.0,0.75,2,51.1638451,4.3876309610455,7913652026.0
0,1,325000.0,39.0,84.0,2,1.0,0.0,2.0,0,68602259.15,1276,2.0,1.0,2,51.23890495,2.9725769468284,310320871.1
1,2,749000.0,35.0,405.0,4,3.0,81.0,2.0,270,80192021.34,335,2.0,2.0,2,51.0947181,5.791733,425068508.0
0,1,210253.0,49.0,69.0,1,0.0,15.0,2.5,0,126467862.5,270,2.0,1.0,2,50.8689046,2.8475388,600210689.1
0,1,245000.0,2.0,95.0,2,1.0,8.0,2.5,0,85273670.73,322,2.0,0.75,2,51.171804,5.1937730761009,391886114.2
0,1,435000.0,39.0,169.0,3,1.0,0.0,2.0,0,1096990579.0,1709,2.0,0.0,2,51.0397129,3.7141549000597,4532573422.0
0,1,269900.0,39.0,92.0,2,1.0,4.0,2.0,0,1732023153.0,2666,2.0,2.0,2,51.2211097,4.3997081,7913652026.0
0,1,559000.0,29.0,120.0,2,2.0,22.0,2.0,0,412216167.7,3795,4.0,1.0,1,50.8018201,4.3372348,1561760306.0
0,1,389000.0,39.0,81.0,2,1.0,15.0,1.0,0,1732023153.0,2666,4.0,1.0,2,51.2211097,4.3997081,7913652026.0
0,1,185000.0,13.0,73.0,1,1.0,0.0,2.0,0,39834976.89,343,2.0,0.75,3,50.6669712,5.4620018,167343184.6
0,1,150000.0,59.0,80.0,1,1.0,7.0,3.0,0,162859117.7,16352,2.0,0.0,1,50.8543551,4.3227779,964345577.3
0,1,199000.0,49.0,173.0,5,2.0,0.0,5.0,0,79891672.64,738,2.0,0.0,3,50.5985223,5.409295,399959924.3
0,1,235000.0,49.0,111.0,2,1.0,0.0,2.0,0,62436510.82,258,2.0,1.0,3,50.7123036,3.8301131,297980244.0
0,1,250000.0,49.0,75.0,1,1.0,35.0,3.0,0,240295305.3,8332,2.0,0.0,1,50.8466928,4.4284842,906316263.9
0,1,269000.0,39.0,86.0,2,1.0,12.0,3.0,0,240295305.3,8332,2.0,2.0,1,50.8466928,4.4284842,906316263.9
0,1,595000.0,14.0,155.0,2,1.0,31.0,2.0,0,162169925.4,766,2.0,2.0,2,51.0929433,4.6033828110877,668984722.5
0,1,191000.0,32.0,49.0,1,0.0,12.0,2.0,0,117950738.6,428,2.0,2.0,2,51.1091101,2.6353426015022,514998306.0
0,1,155000.0,49.0,268.0,1,0.0,0.0,3.0,0,159315989.0,387,2.0,0.75,2,50.7813901,5.2127604,718134588.6
0,1,198000.0,59.0,78.0,2,1.0,3.0,2.0,0,1732023153.0,2666,2.0,2.0,2,51.2211097,4.3997081,7913652026.0
0,1,149000.0,45.0,28.0,0,1.0,15.0,2.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,0,235000.0,49.0,44.0,0,1.0,15.0,2.0,0,41054710.66,344,4.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,1,375000.0,48.0,40.0,1,1.0,0.0,2.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,1,429000.0,22.0,90.0,2,1.0,15.0,2.0,0,41054710.66,344,4.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,1,260000.0,39.0,67.0,2,1.0,15.0,2.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,1,257000.0,0.0,89.0,2,1.0,8.0,1.0,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,217000.0,0.0,75.0,2,1.0,5.0,1.0,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,228600.0,0.0,79.0,2,1.0,6.0,1.0,0,73531592.33,315,4.0,1.0,3,50.53893345,4.3713097181263,308664786.5
0,1,595000.0,51.0,70.0,2,1.0,15.0,3.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,1,545000.0,21.0,110.0,3,2.0,0.0,2.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,1,1175000.0,35.0,100.0,3,3.0,10.0,2.0,0,191782071.2,528,2.0,2.0,2,51.34942965,3.3233738606453,806121702.9
0,1,595000.0,57.0,85.0,2,2.0,4.0,2.0,0,191782071.2,528,2.0,2.0,2,51.34942965,3.3233738606453,806121702.9
1,2,195000.0,54.0,210.0,4,1.0,16.0,3.0,171,63259591.72,681,2.0,1.0,3,50.6547149,5.4512607,329211604.4
0,1,371000.0,0.0,165.0,3,2.0,6.0,2.5,0,170524391.0,2199,2.0,0.75,2,50.9271744,4.4551981,720908932.4
0,1,189000.0,32.0,81.0,2,1.0,0.0,2.0,0,85788927.43,331,4.0,0.0,2,51.3832723,4.4763255,359653537.7
0,1,240000.0,43.0,76.0,3,1.0,0.0,5.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
1,2,245000.0,150.0,45.0,1,1.0,0.0,5.0,27,535581710.6,1809,2.0,0.0,2,50.8812533,4.6929903215189,1962352502.0
1,2,419000.0,28.0,185.0,3,1.0,15.0,2.0,410,91930551.65,879,3.0,2.0,2,51.3066168,4.4046996,371022443.1
1,2,359000.0,39.0,161.0,2,1.0,20.0,3.0,156,1732023153.0,2666,2.0,1.0,2,51.21029905,4.4403895064496,7913652026.0
1,2,400000.0,39.0,240.0,3,0.0,100.0,3.0,3500,73531592.33,315,3.0,1.0,3,50.53893345,4.3713097181263,308664786.5
1,4,475000.0,94.0,155.0,3,1.0,15.0,5.0,8053,26265216.46,201,4.0,0.0,2,50.8694607,4.9167554140969,105881772.1
1,2,320000.0,87.0,141.0,3,1.0,15.0,5.0,141,35402341.18,414,3.0,0.0,2,51.06926315,2.5896028375712,191740308.2
0,1,320000.0,0.0,95.0,2,1.0,18.0,1.0,0,74578255.13,223,2.0,1.0,2,50.9200896,3.5404462768494,301852996.7
0,1,1800000.0,29.0,396.0,2,1.0,95.0,5.0,0,412216167.7,3795,2.0,2.0,1,50.8018201,4.3372348,1561760306.0
1,2,199000.0,49.0,131.0,4,0.0,45.0,5.0,376,17758209.53,227,3.0,1.0,3,50.569046,5.3922,89078303.51
0,0,179000.0,26.0,50.0,0,0.0,0.0,3.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,1,410000.0,32.0,70.0,2,1.0,15.0,2.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
1,2,430000.0,106.0,153.0,3,1.0,15.0,2.0,390,68915730.23,385,3.0,2.0,3,50.47194905,4.5446545325944,345725369.5
1,2,550000.0,29.0,364.0,5,3.0,70.0,5.0,2382,77432923.92,178,3.0,1.0,3,50.6040225,4.4880778189719,301575363.6
1,2,179000.0,44.0,52.0,1,1.0,0.0,2.0,69,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,0,185000.0,27.0,50.0,1,1.0,0.0,3.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,1,299000.0,53.0,79.0,1,1.0,0.0,5.0,0,412216167.7,3795,2.0,0.75,1,50.8018201,4.3372348,1561760306.0
1,2,290000.0,39.0,162.0,2,1.0,0.0,3.0,427,1096990579.0,1709,4.0,0.75,2,51.0528944,3.6395168043236,4532573422.0
1,2,349000.0,4.0,212.0,5,2.0,15.0,1.0,173,26175679.69,153,2.0,2.0,2,50.92504495,2.863108835832,127963423.9
1,2,339000.0,4.0,212.0,4,2.0,15.0,1.0,125,26175679.69,153,3.0,2.0,2,50.92504495,2.863108835832,127963423.9
1,2,349000.0,39.0,183.0,4,0.0,0.0,5.0,597,159736638.6,489,4.0,0.75,2,51.1793505,3.7471789,664169354.5
1,4,415000.0,39.0,212.0,2,1.0,0.0,3.0,710,47945365.41,124,3.0,0.75,2,51.2553021,3.2920911130762,205066592.0
0,1,199000.0,49.0,103.0,2,1.0,0.0,2.0,0,20229899.04,179,2.0,0.75,2,51.062755,3.3789495803068,92034972.02
0,1,849000.0,38.0,95.0,2,2.0,0.0,1.0,0,191782071.2,528,2.0,1.0,2,51.34942965,3.3233738606453,806121702.9
1,2,420397.0,39.0,147.0,4,1.0,0.0,1.0,2400,33046025.59,490,4.0,2.0,3,50.4111232,4.5870152,163195698.2
0,1,199000.0,49.0,68.0,1,1.5,0.0,5.0,0,306854640.2,16504,2.0,1.0,1,50.8676041,4.3737121,1500117874.0
1,2,210000.0,49.0,110.0,1,1.0,15.0,5.0,1310,237338185.8,318,4.0,0.0,3,50.5822217,3.3668477,1136160464.0
1,4,424000.0,56.0,206.0,4,2.0,15.0,3.0,660,74578255.13,223,4.0,0.75,2,50.9200896,3.5404462768494,301852996.7
0,1,275000.0,53.0,107.0,2,1.0,1.0,2.0,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
1,2,415000.0,0.0,132.0,3,2.0,22.0,1.0,186,375498087.8,1358,3.0,0.75,2,51.0083206,4.5182999731643,1536825130.0
1,2,165000.0,49.0,98.0,3,0.0,16.0,3.0,0,79891672.64,738,3.0,0.0,3,50.5985223,5.409295,399959924.3
1,2,115000.0,49.0,115.0,2,1.0,40.0,2.5,257,58854352.1,439,3.0,0.0,2,50.826939,3.0689009201802,297803372.7
1,2,165000.0,49.0,82.0,2,1.0,0.0,2.0,50,77749941.39,736,3.0,1.0,2,51.1844827,3.5665965,360347695.6
1,2,360000.0,94.0,261.0,4,3.0,0.0,5.0,1022,97450027.68,469,3.0,0.0,2,51.0278406,4.9770845794874,431798821.2
1,2,299900.0,39.0,184.0,3,1.0,0.0,2.0,50,1732023153.0,2666,2.0,0.0,2,51.24994295,4.4453401635115,7913652026.0
1,2,366000.0,52.0,174.0,3,1.0,0.0,2.0,680,54268324.24,298,3.0,0.75,2,50.94876395,5.2098576659451,233369416.7
1,2,370000.0,39.0,145.0,4,1.0,0.0,2.0,401,136131587.3,437,3.0,1.0,2,50.7689045,3.879789,599344326.4
1,2,525000.0,52.0,360.0,3,2.0,0.0,5.0,2605,42093837.59,245,4.0,1.0,2,51.2675862,5.0843883,197573044.6
1,4,385000.0,149.0,230.0,2,0.0,0.0,3.0,180,74509484.58,788,3.0,2.0,2,50.7476192,3.6020465,384137941.6
1,2,599000.0,46.0,343.0,4,1.0,0.0,5.0,5720,59762892.06,283,4.0,0.0,2,51.0554081,4.9018080031354,265259489.6
0,2,449000.0,64.0,165.0,2,1.0,0.0,3.0,0,449947939.5,5949,2.0,1.0,1,50.8465573,4.351697,2131778502.0
0,1,265000.0,39.0,60.0,1,1.0,0.0,1.0,0,59399815.95,347,2.0,1.0,2,50.9569377,3.6418029,234616538.2
0,2,650000.0,29.0,225.0,2,2.0,15.0,2.0,0,36129343.39,470,2.0,1.0,2,50.7754997,3.4468985313677,171238324.4
1,2,115000.0,49.0,107.0,2,1.0,15.0,2.5,140,42713105.12,108,3.0,0.0,3,50.6817661,3.5617225,197671668.9
1,2,175000.0,49.0,75.0,2,1.0,0.0,3.0,364,42713105.12,108,3.0,1.0,3,50.6648633,3.6551307,197671668.9
1,2,269000.0,39.0,170.0,3,1.0,0.0,2.5,332,29724384.23,261,3.0,1.0,2,50.7863579,3.8409061,126239684.7
1,2,252000.0,39.0,84.0,2,1.0,6.0,2.0,50,1096990579.0,1709,3.0,2.0,2,51.0397129,3.7141549000597,4532573422.0
0,1,237000.0,56.0,60.0,2,1.5,1.0,2.0,0,1096990579.0,1709,2.0,2.0,2,51.061875,3.7488657,4532573422.0
1,2,252000.0,39.0,84.0,2,1.0,6.0,2.0,50,1096990579.0,1709,3.0,2.0,2,51.061875,3.7488657,4532573422.0
0,1,237000.0,56.0,60.0,2,1.5,1.0,2.0,0,1096990579.0,1709,2.0,2.0,2,51.0397129,3.7141549000597,4532573422.0
1,2,305000.0,39.0,212.0,3,1.5,0.0,3.0,197,534224868.1,850,3.0,2.0,2,51.18830895,3.1750054151928,2260481804.0
0,1,195000.0,49.0,40.0,1,1.0,15.0,2.5,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
1,2,308000.0,39.0,212.0,4,1.0,0.0,3.0,198,534224868.1,850,3.0,1.0,2,51.18830895,3.1750054151928,2260481804.0
0,1,139000.0,34.0,42.0,0,1.0,15.0,2.0,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
1,2,279000.0,39.0,172.0,4,0.0,15.0,3.0,0,103620426.9,1140,4.0,1.0,2,50.9336597,3.2212852352972,487258534.0
0,1,235000.0,60.0,99.0,3,1.0,0.0,2.0,0,253815090.5,1772,3.0,1.0,2,51.2303177,2.9203275,1224815290.0
0,1,315000.0,38.0,54.0,1,1.0,15.0,2.0,0,41054710.66,344,2.0,0.75,2,51.14416005,2.7283986495034,207279065.5
0,1,495000.0,7.0,125.0,3,1.0,1.0,1.0,0,253815090.5,1772,2.0,0.75,2,51.2303177,2.9203275,1224815290.0
1,2,499000.0,6.0,193.0,6,3.0,15.0,1.0,319,253815090.5,1772,3.0,1.0,2,51.2303177,2.9203275,1224815290.0
1,2,371397.0,39.0,147.0,4,1.0,0.0,1.0,640,99745491.22,550,4.0,2.0,3,50.4049792,4.2093685,509659366.2
1,4,495000.0,109.0,309.0,6,1.0,15.0,3.0,584,162169925.4,766,2.0,1.0,2,51.0929433,4.6033828110877,668984722.5
1,2,309000.0,39.0,174.0,3,1.0,25.0,2.0,406,79891672.64,738,3.0,2.0,3,50.5985223,5.409295,399959924.3
