Property type,Locality,Subtype,Construction year,Price,Type sale,Bedrooms,Living area,Equipped kitchen,Furnished,Bathrooms,Open fire,EPC score,Terrace,Terrace Area,Garden,Garden Area,Land surface,Facades,Swimming pool,Building state,URL
APARTMENT,9000,APARTMENT,1968,595000,New classified,2,103,1,0,1,0,C,1,100,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20363474
APARTMENT,2100,APARTMENT,1967,217500,New classified,2,90,1,0,1,0,B,1,6,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20357492
APARTMENT,2550,SERVICE_FLAT,2018,219000,New classified,1,61,1,0,1,0,A,1,10,1,53,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/service-flat/for-sale/kontich/2550/20360064
APARTMENT,2100,GROUND_FLOOR,1964,219500,New classified,2,83,1,0,1,0,D,0,None,1,50,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/ground-floor/for-sale/deurne/2100/20357486
APARTMENT,2160,APARTMENT,1972,249000,New classified,3,99,1,0,1,0,A,1,4,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/20358061
APARTMENT,2140,APARTMENT,2015,285000,New classified,2,85,1,0,1,0,A,1,8,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2140/20359921
APARTMENT,2550,PENTHOUSE,1980,289000,New classified,3,143,1,0,1,0,F,1,10,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/penthouse/for-sale/kontich/2550/20360081
APARTMENT,2500,APARTMENT,2009,295000,New classified,2,103,1,0,1,0,B,1,19,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/lier/2500/20358923
APARTMENT,2200,APARTMENT,2004,325000,New classified,2,135,1,0,1,0,B,1,24,1,90,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/herentals/2200/20359175
APARTMENT,2100,APARTMENT,1968,190000,New classified,2,94,1,0,1,0,B,1,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20364574
APARTMENT,2640,GROUND_FLOOR,2015,319000,New classified,2,85,1,0,1,0,B,1,18,1,53,0,2,0,GOOD,https://www.immoweb.be/en/classified/ground-floor/for-sale/mortsel/2640/20360085
APARTMENT,2280,APARTMENT,1981,244000,New classified,3,142,1,0,1,0,B,1,20,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/grobbendonk/2280/20362986
APARTMENT,9080,APARTMENT,2002,349000,New classified,2,120,1,0,1,0,B,1,2,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/lochristi/9080/20364358
APARTMENT,2100,GROUND_FLOOR,1995,279000,New classified,2,100,1,0,1,0,B,0,None,1,45,0,2,0,GOOD,https://www.immoweb.be/en/classified/ground-floor/for-sale/deurne/2100/20363031
APARTMENT,1160,GROUND_FLOOR,1950,380000,New classified,2,80,1,0,1,0,C,1,4,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/ground-floor/for-sale/auderghem/1160/20362491
APARTMENT,1180,PENTHOUSE,1992,990000,New classified,3,200,1,0,2,0,E,1,25,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/penthouse/for-sale/uccle/1180/20362389
HOUSE,4432,HOUSE,1970,229000,New classified,2,108,1,0,1,0,G,1,None,1,214,280,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/alleur/4432/20364044
HOUSE,9300,HOUSE,1939,350000,New classified,3,251,1,0,2,0,F,1,None,0,None,504,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20365058
HOUSE,9660,HOUSE,1933,329000,New classified,4,347,1,0,1,0,C,1,14,0,None,250,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20364854
HOUSE,3300,HOUSE,1961,239000,None,3,151,1,0,2,0,F,1,11,1,88,200,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/20222531
HOUSE,9000,HOUSE,1874,369000,New classified,3,131,1,1,2,0,B,1,4,0,None,35,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20365514
APARTMENT,3300,APARTMENT,1966,179000,New Price,3,90,1,0,1,0,C,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/tienen/3300/20130163
HOUSE,3300,HOUSE,2023,356000,New classified,2,110,None,0,1,0,A,1,16,0,None,0,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/20365821
HOUSE,3300,HOUSE,2023,347000,None,2,110,None,0,1,0,None,1,16,0,None,0,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/10298730
HOUSE,3300,HOUSE,2023,368000,None,3,119,None,0,2,0,None,1,23,1,166,0,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/10298737
HOUSE,3460,HOUSE,None,348032,None,4,162,None,0,1,0,None,1,None,0,None,661,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/bekkevoort/3460/11442226
HOUSE,2230,HOUSE,1972,290000,New classified,3,173,0,0,1,0,E,1,None,0,None,655,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/herselt/2230/20365817
HOUSE,4000,HOUSE,1918,299000,New classified,4,113,1,0,1,0,E,1,20,0,None,75,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/20365819
APARTMENT,9000,APARTMENT,2024,355000,New classified,2,91,1,0,0,0,A,1,14,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20365839
HOUSE,9000,HOUSE,2024,535000,New classified,4,180,1,0,0,0,None,1,17,1,79,0,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20365811
APARTMENT,8660,APARTMENT,1977,149000,New Price,1,44,None,1,1,0,F,0,None,0,None,0,None,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/de%20panne/8660/10775189
APARTMENT,8730,APARTMENT,2022,328000,New classified,2,104,None,0,1,0,A,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/oedelem/8730/20365812
APARTMENT,9840,APARTMENT,2019,649000,New classified,4,157,1,0,2,0,A,1,60,0,None,0,None,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/de%20pinte/9840/20365807
APARTMENT,1480,APARTMENT,2008,330000,New classified,3,120,1,0,1,0,E,1,15,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/tubize/1480/20365806
APARTMENT,3510,GROUND_FLOOR,2008,284700,New classified,2,94,None,0,1,0,C,1,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/ground-floor/for-sale/hasselt/3510/20365801
HOUSE,1480,HOUSE,None,210000,New Price,3,130,1,0,1,0,F,1,40,1,245,415,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/tubize/1480/20234028
HOUSE,8830,HOUSE,None,179000,New classified,3,110,1,0,1,0,E,0,None,0,None,741,None,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/hooglede/8830/20365802
APARTMENT,8370,APARTMENT,2020,750000,New classified,2,200,1,0,0,0,A,1,19,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20365793
APARTMENT,8420,APARTMENT,2005,187000,New classified,2,55,None,1,1,0,E,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/de%20haan/8420/20364406
APARTMENT,8420,APARTMENT,2008,359000,New classified,2,80,1,0,1,0,A,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/wenduine/8420/20365800
APARTMENT,9000,APARTMENT,2024,355000,New classified,3,101,1,0,0,0,A,1,13,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20365781
APARTMENT,9000,APARTMENT,2024,310000,New classified,2,81,1,0,0,0,A,1,10,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20365780
HOUSE,9000,HOUSE,2024,585000,New classified,4,180,1,0,0,0,None,1,17,1,187,0,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20365777
HOUSE,9930,HOUSE,1977,495000,New classified,3,255,None,0,1,0,C,0,None,0,None,700,None,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/zomergem/9930/20365776
HOUSE,9470,HOUSE,1969,375000,None,5,130,1,0,2,0,A,1,None,0,None,251,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/denderleeuw/9470/20234960
APARTMENT,8420,APARTMENT,2005,187000,New classified,2,55,None,1,1,0,E,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20364406
APARTMENT,6700,APARTMENT,2007,300000,New classified,2,82,1,0,1,0,C,1,5,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20361333
APARTMENT,2830,PENTHOUSE,None,299000,New classified,3,125,1,0,1,0,B,1,7,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/penthouse/for-sale/willebroek/2830/20361357
HOUSE,9300,HOUSE,1930,259000,New classified,3,140,1,0,1,0,B,1,10,1,23,132,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20362641
APARTMENT,3000,APARTMENT,2013,425000,New classified,2,79,1,0,1,0,A,1,3,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/leuven/3000/20360400
HOUSE,2650,HOUSE,1974,399000,New classified,3,182,1,0,1,0,C,1,18,1,60,192,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/edegem/2650/20361892
HOUSE,9890,HOUSE,1986,575000,New classified,2,375,1,0,2,0,B,1,75,1,480,1227,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gavere-semmerzake/9890/20361213
HOUSE,2650,TOWN_HOUSE,1974,399000,New classified,3,182,1,0,1,0,C,1,18,1,60,192,None,0,GOOD,https://www.immoweb.be/en/classified/town-house/for-sale/edegem/2650/20361891
APARTMENT,9100,APARTMENT,1972,170000,New classified,2,67,1,0,1,0,D,1,15,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20362776
APARTMENT,9000,APARTMENT,None,175000,New classified,1,35,1,0,1,0,B,1,6,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20365672
APARTMENT,1050,APARTMENT,1890,210000,New classified,1,48,1,0,1,0,F,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20364090
APARTMENT,8370,APARTMENT,2004,249000,New classified,0,54,1,0,1,0,C,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20363940
APARTMENT,2610,APARTMENT,1960,269000,New classified,2,80,1,0,1,0,B,1,4,0,None,0,3,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20365181
APARTMENT,8300,APARTMENT,2013,1795000,New classified,3,166,None,0,2,0,A,1,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20364380
APARTMENT,9050,APARTMENT,1970,295000,New classified,2,83,1,1,1,0,C,1,5,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/ledeberg/9050/20362700
APARTMENT,2100,APARTMENT,1979,175000,New classified,2,88,1,0,1,0,E,1,10,0,None,0,4,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20357502
HOUSE,4100,HOUSE,1875,99900,New classified,4,125,1,0,1,0,F,0,None,1,175,250,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/20363662
APARTMENT,9000,APARTMENT,2025,320000,New classified,2,76,1,0,1,0,None,1,12,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20365774
HOUSE,9000,HOUSE,None,249000,New classified,4,149,None,0,1,0,F,0,None,0,None,62,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20365773
APARTMENT,9300,APARTMENT,1995,215000,New classified,3,None,1,0,1,0,B,0,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/aalst/9300/20365771
HOUSE,9000,HOUSE,2024,549000,New classified,4,192,1,0,0,0,None,1,16,1,75,0,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20365770
APARTMENT,9000,APARTMENT,2024,380000,New classified,2,99,1,0,0,0,A,1,10,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20365767
APARTMENT,1500,APARTMENT,None,269000,New classified,2,125,0,0,1,0,C,1,17,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/halle/1500/20365759
HOUSE,1080,HOUSE,None,415000,New classified,4,190,None,0,3,0,None,1,6,0,None,65,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/sint-jans-molenbeek/1080/20365756
APARTMENT,1700,APARTMENT,2023,297500,New classified,1,69,None,0,1,0,A,1,20,1,48,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/dilbeek/1700/20365758
HOUSE,9450,HOUSE,None,179000,New classified,3,150,None,0,1,0,F,0,None,0,None,818,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/haaltert/9450/20365749
HOUSE,2660,HOUSE,1964,295000,New classified,3,165,0,0,1,0,E,1,12,1,29,220,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/antwerpen%20hoboken/2660/20365746
HOUSE,4720,HOUSE,None,145000,New classified,3,None,None,0,1,0,E,0,None,1,1,195,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/la%20calamine/4720/20365741
APARTMENT,8430,FLAT_STUDIO,1973,129500,New classified,0,31,None,0,1,0,B,0,None,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/flat-studio/for-sale/middelkerke/8430/20365740
HOUSE,1495,VILLA,1987,950000,New classified,4,486,1,0,2,0,B,1,63,1,2779,3162,4,1,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/villers-la-ville/1495/20365739
HOUSE,9000,HOUSE,None,250000,New classified,4,138,None,0,1,0,D,0,None,0,None,76,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20365738
APARTMENT,2600,APARTMENT,1974,225000,New classified,2,85,1,0,1,0,B,1,5,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20365731
HOUSE,4720,HOUSE,1967,190000,New classified,2,None,None,0,1,0,F,0,None,1,1,226,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/la%20calamine/4720/20365732
APARTMENT,4720,APARTMENT,None,199000,New classified,2,None,None,0,1,0,C,0,None,0,None,0,4,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/la%20calamine/4720/20365723
HOUSE,1030,HOUSE,1929,695000,New classified,6,285,1,0,1,0,G,1,5,1,120,204,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/20365722
HOUSE,4500,HOUSE,None,99000,None,4,149,1,0,2,0,C,0,None,0,None,95,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20326986
APARTMENT,1030,APARTMENT,1958,259000,New Price,2,105,1,0,1,0,F,0,None,0,None,0,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20284251
APARTMENT,1000,APARTMENT,2017,395000,None,2,93,1,0,1,0,B,0,None,1,45,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/bru/1000/11339521
APARTMENT,1030,APARTMENT,1958,285000,New Price,2,113,1,0,1,0,F,0,None,0,None,0,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/schaerbeek/1030/20282528
APARTMENT,1000,APARTMENT,2017,395000,None,2,93,1,0,1,0,B,0,None,1,45,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20144829
APARTMENT,1081,FLAT_STUDIO,1919,139000,New classified,0,50,1,0,1,0,G,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/flat-studio/for-sale/koekelberg/1081/20365718
APARTMENT,1050,APARTMENT,None,385000,New classified,2,110,1,0,1,0,None,0,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1050/20365717
HOUSE,4141,BUNGALOW,1991,350000,New classified,3,120,0,0,0,0,E,0,None,1,900,1336,4,0,None,https://www.immoweb.be/en/classified/bungalow/for-sale/banneux/4141/20365716
HOUSE,9700,HOUSE,1979,349500,New classified,3,167,0,0,0,0,D,0,None,0,None,600,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20364901
HOUSE,6717,HOUSE,1984,490000,New classified,3,171,1,0,1,0,C,1,75,1,896,1031,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/attert/6717/20364312
APARTMENT,9770,APARTMENT,2025,335000,New classified,2,87,1,0,1,0,A,1,8,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365232
APARTMENT,9770,APARTMENT,2025,345000,New classified,2,96,1,0,1,0,A,1,22,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365276
APARTMENT,9770,APARTMENT,2025,355000,New classified,2,95,1,0,1,0,A,1,21,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365225
HOUSE,6717,VILLA,1984,490000,New classified,3,171,1,0,1,0,C,1,75,1,896,1031,4,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/attert/6717/20364290
APARTMENT,9770,APARTMENT,2025,425000,New classified,3,130,1,0,2,0,A,1,15,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/20365284
APARTMENT,2850,APARTMENT,1963,159000,New classified,2,77,1,0,1,0,C,0,None,0,None,0,4,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/boom/2850/20363016
APARTMENT,2850,APARTMENT,1963,156000,New classified,2,80,1,0,1,0,C,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/boom/2850/20363012
APARTMENT,8530,APARTMENT,2003,299000,New classified,2,124,1,0,1,0,A,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/harelbeke/8530/20362832
APARTMENT,2800,APARTMENT,None,205000,New classified,1,73,1,0,1,0,E,1,27,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20363010
HOUSE,4102,HOUSE,1899,219000,New classified,3,140,1,0,1,0,C,1,20,1,28,120,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/seraing/4102/20358265
APARTMENT,1180,APARTMENT,1972,595000,New classified,4,209,1,0,2,1,D,1,25,0,None,0,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20361493
APARTMENT,8400,APARTMENT,1989,220000,New classified,3,91,1,0,1,0,C,1,7,0,None,0,None,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20361116
HOUSE,9600,HOUSE,1918,139000,New classified,2,129,1,0,1,0,F,0,None,1,231,307,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20362574
HOUSE,9550,HOUSE,1932,309000,New classified,3,200,1,0,2,0,D,1,40,1,1400,1614,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20362243
HOUSE,2580,HOUSE,1994,475000,New classified,4,223,1,0,2,0,B,1,50,1,271,512,3,1,GOOD,https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20362354
HOUSE,4040,HOUSE,1953,219000,New classified,3,127,1,0,1,1,C,1,32,1,82,207,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/herstal/4040/20357989
HOUSE,2610,HOUSE,1938,353000,New classified,4,155,1,0,1,0,D,0,None,1,100,185,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/wilrijk/2610/20363983
HOUSE,9080,HOUSE,1923,549000,New classified,3,252,1,0,1,0,F,1,281,1,1040,8750,4,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/lochristi/9080/20363077
HOUSE,1430,HOUSE,2023,299900,New classified,2,100,1,0,1,0,B,1,1,1,1,443,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/rebecq/1430/20365709
APARTMENT,1000,APARTMENT,None,590000,New classified,2,None,None,1,2,0,C,1,29,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20365700
HOUSE,8000,HOUSE,None,424000,New classified,3,150,1,0,1,0,C,1,20,1,20,80,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20365704
HOUSE,8554,COUNTRY_COTTAGE,1980,485000,New classified,2,170,1,0,1,0,B,1,None,0,None,852,3,0,GOOD,https://www.immoweb.be/en/classified/country-cottage/for-sale/sint-denijs/8554/20365698
HOUSE,6960,HOUSE,None,450000,New classified,8,344,0,0,7,0,C,0,None,1,1500,2430,4,0,None,https://www.immoweb.be/en/classified/house/for-sale/manhay/6960/20365699
HOUSE,4000,HOUSE,None,149000,New classified,3,160,0,0,2,0,F,0,None,0,None,140,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/li%C3%A8ge/4000/20365697
APARTMENT,8420,APARTMENT,1949,110000,New classified,1,36,None,1,0,0,F,0,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/wenduine/8420/20365696
APARTMENT,2110,GROUND_FLOOR,2012,359000,New classified,2,100,1,0,2,0,B,0,None,1,65,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/ground-floor/for-sale/wijnegem/2110/20345005
HOUSE,7860,HOUSE,None,165000,New classified,3,150,1,0,1,0,E,1,None,0,None,400,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/lessen/7860/20365694
APARTMENT,9000,APARTMENT,1918,229000,New classified,1,44,1,0,1,0,B,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20365687
HOUSE,6900,HOUSE,2023,299900,New classified,3,155,1,0,1,0,A,1,1,1,1,471,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20365692
HOUSE,1150,HOUSE,1929,1225000,New classified,5,280,1,0,2,0,D,1,48,1,105,234,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20365679
HOUSE,6900,HOUSE,2023,279900,New classified,3,160,1,0,1,0,A,1,1,1,1,319,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20365677
HOUSE,7100,HOUSE,None,275000,New classified,3,None,1,0,1,0,E,1,None,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/la%20louvi%C3%A8re/7100/20365674
APARTMENT,9000,APARTMENT,None,175000,New classified,1,35,1,0,1,0,B,1,6,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20365672
